Facility_INSPIRE_ID;reportingYear;pollutantCode;pollutantName;medium;totalPollutantQuantityKg;AccidentalPollutantQuantityKG;methodCode;methodName;facilityId
FI.EEA/11035.FACILITY;2015;NH3;Ammonia;AIR;11000.0;0.0;M;Measured: analytical method used;FI_EEA_11035
FI.EEA/11035.FACILITY;2013;NH3;Ammonia;AIR;12400.0;0.0;C;Calculated: calculation method used;FI_EEA_11035
FI.EEA/11035.FACILITY;2012;NH3;Ammonia;AIR;11200.0;0.0;C;Calculated: calculation method used;FI_EEA_11035
FI.EEA/11035.FACILITY;2009;NH3;Ammonia;AIR;12300.0;0.0;C;Calculated: calculation method used;FI_EEA_11035
FI.EEA/11035.FACILITY;2007;NH3;Ammonia;AIR;12300.0;0.0;C;Calculated: calculation method used;FI_EEA_11035
FI.EEA/11035.FACILITY;2016;NH3;Ammonia;AIR;10400.0;0.0;C;Calculated: calculation method used;FI_EEA_11035
FI.EEA/11035.FACILITY;2014;NH3;Ammonia;AIR;11700.0;0.0;C;Calculated: calculation method used;FI_EEA_11035
FI.EEA/11035.FACILITY;2008;NH3;Ammonia;AIR;12300.0;0.0;C;Calculated: calculation method used;FI_EEA_11035
FI.EEA/125248.FACILITY;2010;NH3;Ammonia;AIR;11900.0;0.0;C;Calculated: calculation method used;FI_EEA_125248
FI.EEA/125248.FACILITY;2015;NH3;Ammonia;AIR;30100.0;0.0;C;Calculated: calculation method used;FI_EEA_125248
FI.EEA/125248.FACILITY;2016;NH3;Ammonia;AIR;36300.0;0.0;M;Measured: analytical method used;FI_EEA_125248
FI.EEA/125248.FACILITY;2014;NH3;Ammonia;AIR;20500.0;0.0;C;Calculated: calculation method used;FI_EEA_125248
FI.EEA/125248.FACILITY;2013;NH3;Ammonia;AIR;20500.0;0.0;C;Calculated: calculation method used;FI_EEA_125248
FI.EEA/125248.FACILITY;2011;NH3;Ammonia;AIR;20500.0;0.0;C;Calculated: calculation method used;FI_EEA_125248
FI.EEA/125248.FACILITY;2009;NH3;Ammonia;AIR;11900.0;0.0;C;Calculated: calculation method used;FI_EEA_125248
FI.EEA/125248.FACILITY;2012;NH3;Ammonia;AIR;20500.0;0.0;C;Calculated: calculation method used;FI_EEA_125248
FI.EEA/125251.FACILITY;2010;NH3;Ammonia;AIR;12500.0;0.0;C;Calculated: calculation method used;FI_EEA_125251
FI.EEA/125251.FACILITY;2015;NH3;Ammonia;AIR;13900.0;0.0;M;Measured: analytical method used;FI_EEA_125251
FI.EEA/125251.FACILITY;2013;NH3;Ammonia;AIR;13900.0;0.0;M;Measured: analytical method used;FI_EEA_125251
FI.EEA/125251.FACILITY;2012;NH3;Ammonia;AIR;25000.0;0.0;E;Estimated;FI_EEA_125251
FI.EEA/125251.FACILITY;2014;NH3;Ammonia;AIR;13900.0;0.0;M;Measured: analytical method used;FI_EEA_125251
FI.EEA/125251.FACILITY;2016;NH3;Ammonia;AIR;13900.0;0.0;M;Measured: analytical method used;FI_EEA_125251
FI.EEA/125251.FACILITY;2011;NH3;Ammonia;AIR;12500.0;0.0;M;Measured: analytical method used;FI_EEA_125251
FI.EEA/125251.FACILITY;2009;NH3;Ammonia;AIR;12500.0;0.0;C;Calculated: calculation method used;FI_EEA_125251
FI.EEA/125251.FACILITY;2017;NH3;Ammonia;AIR;13900.0;0.0;M;Measured: analytical method used;FI_EEA_125251
FI.EEA/125262.FACILITY;2009;NAPHTHALENE;Naphthalene;AIR;525.0;0.0;E;Estimated;FI_EEA_125262
FI.EEA/125262.FACILITY;2009;PAHS;Polycyclic aromatic hydrocarbons;AIR;93.0;0.0;E;Estimated;FI_EEA_125262
FI.EEA/125262.FACILITY;2010;NAPHTHALENE;Naphthalene;AIR;450.0;0.0;E;Estimated;FI_EEA_125262
FI.EEA/125262.FACILITY;2010;PAHS;Polycyclic aromatic hydrocarbons;AIR;80.0;0.0;M;Measured: analytical method used;FI_EEA_125262
FI.EEA/125262.FACILITY;2011;NAPHTHALENE;Naphthalene;AIR;176.0;0.0;E;Estimated;FI_EEA_125262
FI.EEA/125267.FACILITY;2010;NOX;Nitrogen oxides;AIR;187000.0;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2010;SOX;Sulphur oxides;AIR;244000.0;0.0;C;Calculated: calculation method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2013;SOX;Sulphur oxides;AIR;155000.0;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2013;NOX;Nitrogen oxides;AIR;151000.0;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2011;NIANDCOMPOUNDS;Nickel and compounds (as Ni);AIR;78.4;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2011;SOX;Sulphur oxides;AIR;250000.0;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2011;NOX;Nitrogen oxides;AIR;169000.0;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2014;NOX;Nitrogen oxides;AIR;261000.0;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2009;NIANDCOMPOUNDS;Nickel and compounds (as Ni);AIR;80.1;0.0;C;Calculated: calculation method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2009;SOX;Sulphur oxides;AIR;318000.0;0.0;C;Calculated: calculation method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2009;NOX;Nitrogen oxides;AIR;173000.0;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2012;NIANDCOMPOUNDS;Nickel and compounds (as Ni);AIR;54.4;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2012;SOX;Sulphur oxides;AIR;235000.0;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125267.FACILITY;2012;NOX;Nitrogen oxides;AIR;160000.0;0.0;M;Measured: analytical method used;FI_EEA_125267
FI.EEA/125268.FACILITY;2009;NIANDCOMPOUNDS;Nickel and compounds (as Ni);AIR;69.0;0.0;C;Calculated: calculation method used;FI_EEA_125268
FI.EEA/125269.FACILITY;2009;NIANDCOMPOUNDS;Nickel and compounds (as Ni);AIR;53.0;0.0;C;Calculated: calculation method used;FI_EEA_125269
FI.EEA/125281.FACILITY;2009;NH3;Ammonia;AIR;13200.0;0.0;C;Calculated: calculation method used;FI_EEA_125281
FI.EEA/125285.FACILITY;2009;NH3;Ammonia;AIR;11000.0;0.0;C;Calculated: calculation method used;FI_EEA_125285
FI.EEA/125286.FACILITY;2016;NH3;Ammonia;AIR;11400.0;0.0;M;Measured: analytical method used;FI_EEA_125286
FI.EEA/125286.FACILITY;2015;NH3;Ammonia;AIR;12900.0;0.0;M;Measured: analytical method used;FI_EEA_125286
FI.EEA/125286.FACILITY;2013;NH3;Ammonia;AIR;11200.0;0.0;C;Calculated: calculation method used;FI_EEA_125286
FI.EEA/125286.FACILITY;2010;NH3;Ammonia;AIR;15700.0;0.0;C;Calculated: calculation method used;FI_EEA_125286
FI.EEA/125286.FACILITY;2014;NH3;Ammonia;AIR;11400.0;0.0;M;Measured: analytical method used;FI_EEA_125286
FI.EEA/125286.FACILITY;2012;NH3;Ammonia;AIR;15600.0;0.0;C;Calculated: calculation method used;FI_EEA_125286
FI.EEA/125286.FACILITY;2009;NH3;Ammonia;AIR;17200.0;0.0;C;Calculated: calculation method used;FI_EEA_125286
FI.EEA/125286.FACILITY;2011;NH3;Ammonia;AIR;15700.0;0.0;C;Calculated: calculation method used;FI_EEA_125286
FI.EEA/125290.FACILITY;2010;CDANDCOMPOUNDS;Cadmium and compounds (as Cd);AIR;11.3;0.0;M;Measured: analytical method used;FI_EEA_125290
FI.EEA/158543.FACILITY;2010;CH4;Methane;AIR;290000.0;0.0;C;Calculated: calculation method used;FI_EEA_158543
FI.EEA/16974.FACILITY;2010;CUANDCOMPOUNDS;Copper and compounds (as Cu);WATER;114.0;0.0;C;Calculated: calculation method used;FI_EEA_16974
FI.EEA/16974.FACILITY;2010;NIANDCOMPOUNDS;Nickel and compounds (as Ni);WATER;98.0;0.0;C;Calculated: calculation method used;FI_EEA_16974
FI.EEA/16974.FACILITY;2010;TOTALNITROGEN;Total nitrogen;WATER;121000.0;0.0;M;Measured: analytical method used;FI_EEA_16974
FI.EEA/16974.FACILITY;2010;ZNANDCOMPOUNDS;Zinc and compounds (as Zn);WATER;244.0;0.0;C;Calculated: calculation method used;FI_EEA_16974
FI.EEA/16974.FACILITY;2007;TOTALNITROGEN;Total nitrogen;WATER;129000.0;0.0;M;Measured: analytical method used;FI_EEA_16974
FI.EEA/16974.FACILITY;2012;TOTALNITROGEN;Total nitrogen;WATER;222000.0;0.0;M;Measured: analytical method used;FI_EEA_16974
FI.EEA/16974.FACILITY;2008;TOTALNITROGEN;Total nitrogen;WATER;111000.0;0.0;M;Measured: analytical method used;FI_EEA_16974
FI.EEA/16974.FACILITY;2008;TOC;Total organic carbon(as total C or COD/3);WATER;67700.0;0.0;C;Calculated: calculation method used;FI_EEA_16974
FI.EEA/16974.FACILITY;2011;TOTALNITROGEN;Total nitrogen;WATER;191000.0;0.0;M;Measured: analytical method used;FI_EEA_16974
FI.EEA/16974.FACILITY;2009;TOTALNITROGEN;Total nitrogen;WATER;82800.0;0.0;M;Measured: analytical method used;FI_EEA_16974
FI.EEA/16983.FACILITY;2007;NOX;Nitrogen oxides;AIR;102000.0;0.0;M;Measured: analytical method used;FI_EEA_16983
FI.EEA/16983.FACILITY;2007;CO2;Carbon dioxide;AIR;106000000.0;0.0;C;Calculated: calculation method used;FI_EEA_16983
FI.EEA/16986.FACILITY;2010;NMVOC;Non-methane volatile organic compounds;AIR;108000.0;0.0;C;Calculated: calculation method used;FI_EEA_16986
FI.EEA/16986.FACILITY;2009;NMVOC;Non-methane volatile organic compounds;AIR;118000.0;0.0;C;Calculated: calculation method used;FI_EEA_16986
FI.EEA/16986.FACILITY;2007;NMVOC;Non-methane volatile organic compounds;AIR;174000.0;0.0;C;Calculated: calculation method used;FI_EEA_16986
FI.EEA/16986.FACILITY;2008;NMVOC;Non-methane volatile organic compounds;AIR;166000.0;0.0;C;Calculated: calculation method used;FI_EEA_16986
FI.EEA/16987.FACILITY;2010;TOTALNITROGEN;Total nitrogen;WATER;89400.0;0.0;M;Measured: analytical method used;FI_EEA_16987
FI.EEA/16987.FACILITY;2012;TOTALNITROGEN;Total nitrogen;WATER;93400.0;0.0;M;Measured: analytical method used;FI_EEA_16987
FI.EEA/16987.FACILITY;2007;TOTALNITROGEN;Total nitrogen;WATER;63800.0;0.0;M;Measured: analytical method used;FI_EEA_16987
FI.EEA/16987.FACILITY;2008;TOTALNITROGEN;Total nitrogen;WATER;75800.0;0.0;M;Measured: analytical method used;FI_EEA_16987
FI.EEA/16987.FACILITY;2008;TOC;Total organic carbon(as total C or COD/3);WATER;78900.0;0.0;C;Calculated: calculation method used;FI_EEA_16987
FI.EEA/16987.FACILITY;2009;TOTALNITROGEN;Total nitrogen;WATER;65700.0;0.0;M;Measured: analytical method used;FI_EEA_16987
FI.EEA/16987.FACILITY;2011;TOTALNITROGEN;Total nitrogen;WATER;80300.0;0.0;M;Measured: analytical method used;FI_EEA_16987
FI.EEA/6096.FACILITY;2016;HFCS;Hydro-fluorocarbons;AIR;143.0;0.0;M;Measured: analytical method used;FI_EEA_6096
FI.EEA/6096.FACILITY;2017;HFCS;Hydro-fluorocarbons;AIR;126.0;0.0;M;Measured: analytical method used;FI_EEA_6096
FI.EEA/6101.FACILITY;2007;DCM;Dichloromethane;AIR;4400.0;0.0;C;Calculated: calculation method used;FI_EEA_6101
FI.EEA/6144.FACILITY;2010;ASANDCOMPOUNDS;Arsenic and compounds (as As);AIR;22.1;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2010;CDANDCOMPOUNDS;Cadmium and compounds (as Cd);AIR;66.3;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2010;CO;Carbon monoxide;AIR;4100000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2010;CO2;Carbon dioxide;AIR;825000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2010;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;825000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2010;NOX;Nitrogen oxides;AIR;104000.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2010;PBANDCOMPOUNDS;Lead and compounds (as Pb);AIR;232.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2010;SOX;Sulphur oxides;AIR;284000.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2010;ZNANDCOMPOUNDS;Zinc and compounds (as Zn);AIR;865.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2012;CO;Carbon monoxide;AIR;1400000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2012;CO2;Carbon dioxide;AIR;292000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2012;ZNANDCOMPOUNDS;Zinc and compounds (as Zn);AIR;754.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2012;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;292000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2008;CO;Carbon monoxide;AIR;2390000.0;0.0;E;Estimated;FI_EEA_6144
FI.EEA/6144.FACILITY;2008;SOX;Sulphur oxides;AIR;306000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2008;CO2;Carbon dioxide;AIR;854000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2008;PM10;Particulate matter;AIR;416000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2007;CO;Carbon monoxide;AIR;2480000.0;0.0;E;Estimated;FI_EEA_6144
FI.EEA/6144.FACILITY;2007;SOX;Sulphur oxides;AIR;303000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2007;NOX;Nitrogen oxides;AIR;108000.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2007;CO2;Carbon dioxide;AIR;959000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2007;PM10;Particulate matter;AIR;400000.0;0.0;E;Estimated;FI_EEA_6144
FI.EEA/6144.FACILITY;2011;CDANDCOMPOUNDS;Cadmium and compounds (as Cd);AIR;11.3;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2011;CO;Carbon monoxide;AIR;3700000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2011;CO2;Carbon dioxide;AIR;758000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2011;PBANDCOMPOUNDS;Lead and compounds (as Pb);AIR;370.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2011;SOX;Sulphur oxides;AIR;267000.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2011;ZNANDCOMPOUNDS;Zinc and compounds (as Zn);AIR;2920.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2011;NOX;Nitrogen oxides;AIR;116000.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2011;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;758000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2009;CO;Carbon monoxide;AIR;1440000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2009;CO2;Carbon dioxide;AIR;507000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2009;SOX;Sulphur oxides;AIR;209000.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2009;ZNANDCOMPOUNDS;Zinc and compounds (as Zn);AIR;651.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2009;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;507000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6144
FI.EEA/6144.FACILITY;2009;PM10;Particulate matter;AIR;318000.0;0.0;M;Measured: analytical method used;FI_EEA_6144
FI.EEA/6347.FACILITY;2013;ASANDCOMPOUNDS;Arsenic and compounds (as As);AIR;47.4;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2013;CO2;Carbon dioxide;AIR;826000000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2013;NIANDCOMPOUNDS;Nickel and compounds (as Ni);AIR;71.6;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2013;NOX;Nitrogen oxides;AIR;1290000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2013;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;52500.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2013;SOX;Sulphur oxides;AIR;864000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2013;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;826000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2010;ASANDCOMPOUNDS;Arsenic and compounds (as As);AIR;38.2;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2010;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;62300.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2010;CO2;Carbon dioxide;AIR;985000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2010;SOX;Sulphur oxides;AIR;1350000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2010;PM10;Particulate matter;AIR;50500.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2010;N2O;Nitrous oxide;AIR;10500.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2010;NOX;Nitrogen oxides;AIR;1670000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2010;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;985000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2010;CRANDCOMPOUNDS;Chromium and compounds (as Cr);AIR;181.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2012;CO2;Carbon dioxide;AIR;204000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2012;NIANDCOMPOUNDS;Nickel and compounds (as Ni);AIR;90.4;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2012;SOX;Sulphur oxides;AIR;283000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2012;NOX;Nitrogen oxides;AIR;360000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2012;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;204000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2012;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;12400.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2007;ASANDCOMPOUNDS;Arsenic and compounds (as As);AIR;46.5;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2007;SOX;Sulphur oxides;AIR;1980000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2007;NOX;Nitrogen oxides;AIR;1570000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2007;CO2;Carbon dioxide;AIR;895000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2007;PM10;Particulate matter;AIR;64900.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2009;CO2;Carbon dioxide;AIR;120000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2009;SOX;Sulphur oxides;AIR;205000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2009;NOX;Nitrogen oxides;AIR;201000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2009;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;120000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2008;SOX;Sulphur oxides;AIR;155000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2008;NOX;Nitrogen oxides;AIR;122000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2011;ASANDCOMPOUNDS;Arsenic and compounds (as As);AIR;65.5;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2011;CO2;Carbon dioxide;AIR;985000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2011;SOX;Sulphur oxides;AIR;1420000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2011;NOX;Nitrogen oxides;AIR;1620000.0;0.0;M;Measured: analytical method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2011;N2O;Nitrous oxide;AIR;11000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2011;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;985000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2011;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;64500.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6347.FACILITY;2011;PM10;Particulate matter;AIR;74000.0;0.0;C;Calculated: calculation method used;FI_EEA_6347
FI.EEA/6413.FACILITY;2007;TOC;Total organic carbon(as total C or COD/3);WATER;55700.0;0.0;C;Calculated: calculation method used;FI_EEA_6413
FI.EEA/6413.FACILITY;2009;TOC;Total organic carbon(as total C or COD/3);WATER;56300.0;0.0;C;Calculated: calculation method used;FI_EEA_6413
FI.EEA/6413.FACILITY;2008;TOC;Total organic carbon(as total C or COD/3);WATER;51700.0;0.0;C;Calculated: calculation method used;FI_EEA_6413
FI.EEA/6427.FACILITY;2008;SOX;Sulphur oxides;AIR;162000.0;0.0;C;Calculated: calculation method used;FI_EEA_6427
FI.EEA/6427.FACILITY;2008;NOX;Nitrogen oxides;AIR;117000.0;0.0;C;Calculated: calculation method used;FI_EEA_6427
FI.EEA/6427.FACILITY;2009;NIANDCOMPOUNDS;Nickel and compounds (as Ni);AIR;74.3;0.0;C;Calculated: calculation method used;FI_EEA_6427
FI.EEA/6427.FACILITY;2009;SOX;Sulphur oxides;AIR;330000.0;0.0;C;Calculated: calculation method used;FI_EEA_6427
FI.EEA/6427.FACILITY;2009;NOX;Nitrogen oxides;AIR;171000.0;0.0;C;Calculated: calculation method used;FI_EEA_6427
FI.EEA/6427.FACILITY;2007;SOX;Sulphur oxides;AIR;214000.0;0.0;C;Calculated: calculation method used;FI_EEA_6427
FI.EEA/6427.FACILITY;2007;NOX;Nitrogen oxides;AIR;132000.0;0.0;C;Calculated: calculation method used;FI_EEA_6427
FI.EEA/6448.FACILITY;2008;ASANDCOMPOUNDS;Arsenic and compounds (as As);WATER;11.0;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2008;CDANDCOMPOUNDS;Cadmium and compounds (as Cd);WATER;5.67;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2008;CUANDCOMPOUNDS;Copper and compounds (as Cu);WATER;193.0;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2008;NIANDCOMPOUNDS;Nickel and compounds (as Ni);WATER;73.7;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2008;TOC;Total organic carbon(as total C or COD/3);WATER;729000.0;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2008;ZNANDCOMPOUNDS;Zinc and compounds (as Zn);WATER;1810.0;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2007;ASANDCOMPOUNDS;Arsenic and compounds (as As);WATER;8.68;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2007;CUANDCOMPOUNDS;Copper and compounds (as Cu);WATER;157.0;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2007;NIANDCOMPOUNDS;Nickel and compounds (as Ni);WATER;100.0;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2007;PBANDCOMPOUNDS;Lead and compounds (as Pb);WATER;22.9;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2007;TOC;Total organic carbon(as total C or COD/3);WATER;836000.0;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6448.FACILITY;2007;ZNANDCOMPOUNDS;Zinc and compounds (as Zn);WATER;2890.0;0.0;M;Measured: analytical method used;FI_EEA_6448
FI.EEA/6585.FACILITY;2009;CO2;Carbon dioxide;AIR;240000000.0;0.0;C;Calculated: calculation method used;FI_EEA_6585
FI.EEA/6585.FACILITY;2009;NOX;Nitrogen oxides;AIR;405000.0;0.0;M;Measured: analytical method used;FI_EEA_6585
FI.EEA/6585.FACILITY;2009;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;5560000.0;0.0;C;Calculated: calculation method used;FI_EEA_6585
FI.EEA/6585.FACILITY;2009;NIANDCOMPOUNDS;Nickel and compounds (as Ni);WATER;83.0;0.0;M;Measured: analytical method used;FI_EEA_6585
FI.EEA/6585.FACILITY;2009;TOC;Total organic carbon(as total C or COD/3);WATER;371000.0;0.0;M;Measured: analytical method used;FI_EEA_6585
FI.EEA/6585.FACILITY;2009;ZNANDCOMPOUNDS;Zinc and compounds (as Zn);WATER;212.0;0.0;E;Estimated;FI_EEA_6585
FI.EEA/6585.FACILITY;2009;HALOGENATEDORGANICCOMPOUNDS;Halogenated organic compounds (as AOX);WATER;3290.0;0.0;M;Measured: analytical method used;FI_EEA_6585
FI.EEA/6585.FACILITY;2007;SOX;Sulphur oxides;AIR;160000.0;0.0;M;Measured: analytical method used;FI_EEA_6585
FI.EEA/6585.FACILITY;2007;NOX;Nitrogen oxides;AIR;1070000.0;0.0;M;Measured: analytical method used;FI_EEA_6585
